PTSDpubs ID,Study ID,Analysis Type,Treatment Name,Standardized Treatment Name,Intervention Group,Method for Handling Missing Data,Statistical Analysis Method,Assessment Point,Diagnostic Change Definition Number,Diagnostic Change Definition,Percent Achieved Diagnostic Change,Diagnostic Change Numerator for Percent Achieved,Diagnostic Change Denominator for Percent Achieved,Clinically Meaningful Response Definition Number,Clinically Meaningful Response Definition,Percent Achieved Clinically Meaningful Response,Clinically Meaningful Response Numerator for Percent Achieved,Clinically Meaningful Response Denominator for Percent Achieved,Unique Row Identifier
31196,bryant2008,Completer,Imaginal exposure + In vivo exposure,Trauma-focused cognitive behavioral therapy (TF-CBT),C,,,26,1,CAPS <19,0.57,,,1,CAPS <19 and BDI <10,0.24,,,bryant2008_Completer_C_26_1
31196,bryant2008,Completer,Imaginal exposure + In vivo exposure,Trauma-focused cognitive behavioral therapy (TF-CBT),C,,,26,,,,,,2,CAPS <45,0.62,,,bryant2008_Completer_C_26_2
31196,bryant2008,ITT,Imaginal exposure + In vivo exposure,Trauma-focused cognitive behavioral therapy (TF-CBT),C,,,0,1,CAPS <19,0.41,,,,,,,,bryant2008_ITT_C_0_1
31196,bryant2008,ITT,Imaginal exposure + In vivo exposure,Trauma-focused cognitive behavioral therapy (TF-CBT),C,,,26,1,CAPS <19,0.37,,,1,CAPS <19 and BDI <10,0.16,,,bryant2008_ITT_C_26_1
31196,bryant2008,ITT,Imaginal exposure + In vivo exposure,Trauma-focused cognitive behavioral therapy (TF-CBT),C,,,26,,,,,,2,CAPS <45,0.42,,,bryant2008_ITT_C_26_2
37395,bryant2011,ITT,CBT,Trauma-focused cognitive behavioral therapy (TF-CBT),A,,,12,,,,,,1,CAPS score <19 and BDI-II score <10,0.75,12,16,bryant2011_ITT_A_12_1
37395,bryant2011,ITT,TAU,Supportive counseling,B,,,12,,,,,,1,CAPS score <19 and BDI-II score <10,0.33,4,12,bryant2011_ITT_B_12_1
40045,bryant2013,ITT,Emotion Regulation Training + CBT,Emotion Regulation Training followed by trauma-focused cognitive behavioral therapy (TF-CBT),A,,,0,1,CAPS score <19,0.81,,,,,,,,bryant2013_ITT_A_0_1
40045,bryant2013,ITT,Emotion Regulation Training + CBT,Emotion Regulation Training followed by trauma-focused cognitive behavioral therapy (TF-CBT),A,,,26,1,CAPS score <19,0.72,,,1,CAPS score <19 and BDI-II score <10,0.31,,,bryant2013_ITT_A_26_1
40045,bryant2013,ITT,Supportive counseling + CBT,Supportive counseling followed by trauma-focused cognitive behavioral therapy (TF-CBT),B,,,0,1,CAPS score <19,0.74,,,,,,,,bryant2013_ITT_B_0_1
40045,bryant2013,ITT,Supportive counseling + CBT,Supportive counseling followed by trauma-focused cognitive behavioral therapy (TF-CBT),B,,,26,1,CAPS score <19,0.5,,,1,CAPS score <19 and BDI-II score <10,0.12,,,bryant2013_ITT_B_26_1
51039,bryant2019,Completer,CBT with prolonged exposure,Trauma-focused cognitive behavioral therapy (TF-CBT),A,,,0,1,Not fulfilling diagnostic criteria for PTSD,0.5926,16,27,,,,,,bryant2019_Completer_A_0_1
51039,bryant2019,ITT,CBT with prolonged exposure,Trauma-focused cognitive behavioral therapy (TF-CBT),A,,,0,1,Not fulfilling diagnostic criteria for PTSD,,,,,,,,,bryant2019_ITT_A_0_1
51039,bryant2019,Completer,CBT with brief exposure,Trauma-focused cognitive behavioral therapy (TF-CBT),B,,,0,1,Not fulfilling diagnostic criteria for PTSD,0.7586,22,29,,,,,,bryant2019_Completer_B_0_1
51039,bryant2019,ITT,CBT with brief exposure,Trauma-focused cognitive behavioral therapy (TF-CBT),B,,,0,1,Not fulfilling diagnostic criteria for PTSD,,,,,,,,,bryant2019_ITT_B_0_1
51039,bryant2019,Completer,Waitlist,Waitlist,C,,,0,1,Not fulfilling diagnostic criteria for PTSD,0.1071,3,28,,,,,,bryant2019_Completer_C_0_1
51039,bryant2019,ITT,Waitlist,Waitlist,C,,,0,1,Not fulfilling diagnostic criteria for PTSD,,,,,,,,,bryant2019_ITT_C_0_1
1609320,bryant2023,Completer,Exposure therapy with aerobic exercise,Trauma-focused cognitive behavioral therapy (TF-CBT) + exercise,A,Complete case,chi-square test; completer sample = participants who completed the 6-month follow-up,26,1,Loss of PTSD diagnosis,0.75,39,52,1,CAPS-2 score decrease by >0.5 SD  (minimal clinically important difference),0.9615,50,52,bryant2023_Completer_A_26_1
1609320,bryant2023,Completer,Exposure therapy with passive stretching,Trauma-focused cognitive behavioral therapy (TF-CBT) + stretching,B,Complete case,chi-square test; completer sample = participants who completed the 6-month follow-up,26,1,Loss of PTSD diagnosis,0.7347,36,49,1,CAPS-2 score decrease by >0.5 SD  (minimal clinically important difference),0.8367,41,49,bryant2023_Completer_B_26_1
45076,butollo2016,Completer,Dialogical Exposure Therapy,Dialogical Exposure Therapy,A,,,104,1,PDS <18,0.7231,47,65,1,RCI for PDS,0.6667,42,63,butollo2016_Completer_A_104_1
45076,butollo2016,Completer,Dialogical Exposure Therapy,Dialogical Exposure Therapy,A,,,104,,,,,,2,RCI for IES-R,0.6935,43,62,butollo2016_Completer_A_104_2
45076,butollo2016,ITT,Dialogical Exposure Therapy,Dialogical Exposure Therapy,A,,,0,1,PDS <18,0.527,39,74,,,,,,butollo2016_ITT_A_0_1
45076,butollo2016,ITT,Dialogical Exposure Therapy,Dialogical Exposure Therapy,A,,,26,1,PDS <18,0.5946,44,74,1,RCI for PDS,0.5211,37,71,butollo2016_ITT_A_26_1
45076,butollo2016,ITT,Dialogical Exposure Therapy,Dialogical Exposure Therapy,A,,,26,,,,,,2,RCI for IES-R,0.5571,39,70,butollo2016_ITT_A_26_2
45076,butollo2016,Completer,CPT,Cognitive Processing Therapy (CPT),B,,,104,1,PDS <18,0.7018,40,57,1,RCI for PDS,0.6429,36,56,butollo2016_Completer_B_104_1
45076,butollo2016,Completer,CPT,Cognitive Processing Therapy (CPT),B,,,104,,,,,,2,RCI for IES-R,0.8302,44,53,butollo2016_Completer_B_104_2
45076,butollo2016,ITT,CPT,Cognitive Processing Therapy (CPT),B,,,0,1,PDS <18,0.6119,41,67,,,,,,butollo2016_ITT_B_0_1
45076,butollo2016,ITT,CPT,Cognitive Processing Therapy (CPT),B,,,26,1,PDS <18,0.6418,43,67,1,RCI for PDS,0.561,37,66,butollo2016_ITT_B_26_1
45076,butollo2016,ITT,CPT,Cognitive Processing Therapy (CPT),B,,,26,,,,,,2,RCI for IES-R,0.7619,48,63,butollo2016_ITT_B_26_2
23547,butterfield2001,ITT,Olanzapine,Olanzapine,A,,,0,,,,,,1,CGI score of 1 or 2,0.6,6,10,butterfield2001_ITT_A_0_1
23547,butterfield2001,ITT,Placebo,Placebo,B,,,0,,,,,,1,CGI score of 1 or 2,0.6,3,5,butterfield2001_ITT_B_0_1
38996,carey2012,Completer,Olanzapine,Olanzapine,A,,,0,1,CAPS score <50,0.7143,10,14,1,>50% reduction from baseline on CAPS,0.7143,10,14,carey2012_Completer_A_0_1
38996,carey2012,Completer,Olanzapine,Olanzapine,A,,,0,,,,,,2,CGI-I scores of 1 or 2,0.7857,11,14,carey2012_Completer_A_0_2
38996,carey2012,Completer,Placebo,Placebo,B,,,0,1,CAPS score <50,0.2143,3,14,1,>50% reduction from baseline on CAPS,0.2143,3,14,carey2012_Completer_B_0_1
38996,carey2012,Completer,Placebo,Placebo,B,,,0,,,,,,2,CGI-I scores of 1 or 2,0.2857,4,14,carey2012_Completer_B_0_2
13921,carlson1998,Completer,EMDR,Eye Movement Desensitization and Reprocessing (EMDR),A,,,0,1,Not meeting criteria for PTSD according to CAPS,0.7778,7,9,,,,,,carlson1998_Completer_A_0_1
13921,carlson1998,Completer,Biofeedback-assisted relaxation,Biofeedback-assisted relaxation,B,,,0,1,Not meeting criteria for PTSD according to CAPS,0.2222,2,9,,,,,,carlson1998_Completer_B_0_1
1519484,carlsson2018,Completer,SIT,Stress Inoculation Training (SIT),A,Complete case analysis,Descriptive only,0,,,,,,1,significant improvement using reliable change index for HTQ (not further defined),0.18,10,55,carlsson2018_Completer_A_0_1
1519484,carlsson2018,Completer,SIT,Stress Inoculation Training (SIT),A,Complete case analysis,Descriptive only,26,,,,,,1,significant improvement using reliable change index for HTQ (not further defined),0.18,6,33,carlsson2018_Completer_A_26_1
1519484,carlsson2018,Completer,SIT,Stress Inoculation Training (SIT),A,Complete case analysis,Descriptive only,78,,,,,,1,significant improvement using reliable change index for HTQ (not further defined),0.23,3,13,carlsson2018_Completer_A_78_1
1519484,carlsson2018,Completer,CR,Trauma-focused cognitive behavioral therapy (TF-CBT),B,Complete case analysis,Descriptive only,0,,,,,,1,significant improvement using reliable change index for HTQ (not further defined),0.2,11,55,carlsson2018_Completer_B_0_1
1519484,carlsson2018,Completer,CR,Trauma-focused cognitive behavioral therapy (TF-CBT),B,Complete case analysis,Descriptive only,26,,,,,,1,significant improvement using reliable change index for HTQ (not further defined),0.27,10,37,carlsson2018_Completer_B_26_1
1519484,carlsson2018,Completer,CR,Trauma-focused cognitive behavioral therapy (TF-CBT),B,Complete case analysis,Descriptive only,78,,,,,,1,significant improvement using reliable change index for HTQ (not further defined),0.37,7,19,carlsson2018_Completer_B_78_1
44771,castillo2016,ITT,Group-delivered Cognitive/Exposure Therapy,Trauma-focused cognitive behavioral therapy (TF-CBT),A,,,0,1,CAPS total score ≤45,0.5186,1.56,,1,≥10-point decrease on total CAPS score,0.7738,2.32,,castillo2016_ITT_A_0_1
44771,castillo2016,ITT,Group-delivered Cognitive/Exposure Therapy,Trauma-focused cognitive behavioral therapy (TF-CBT),A,,,0,,,,,,2,≥20-point decrease on total CAPS score,0.6295,1.89,,castillo2016_ITT_A_0_2
44771,castillo2016,ITT,Waitlist with minimal intervention,Supportive counseling,B,,,0,1,CAPS total score ≤45,,,,1,≥10-point decrease on total CAPS score,,,,castillo2016_ITT_B_0_1
44771,castillo2016,ITT,Waitlist with minimal intervention,Supportive counseling,B,,,0,,,,,,2,≥20-point decrease on total CAPS score,,,,castillo2016_ITT_B_0_2
1519639,celik2011,Completer,Paroxetine,Paroxetine,A,,,0,,,,,,1,≥30% decrease in CAPS-2 score and CGI-I rating of 1 or 2,0.318,7,22,celik2011_Completer_A_0_1
1519639,celik2011,Completer,Amitriptyline,Amitriptyline,B,,,0,,,,,,1,≥30% decrease in CAPS-2 score and CGI-I rating of 1 or 2,0.55,11,20,celik2011_Completer_B_0_1
27944,chard2005,Completer,CPT for sexual abuse survivor,Cognitive Processing Therapy (CPT),A,,,0,1,Not meeting criteria for PTSD according to CAPS-SX,0.9286,26,28,1,MPSS score ≤20 and BDI-II ≤10,0.7857,22,28,chard2005_Completer_A_0_1
27944,chard2005,Completer,Minimal attention waitlist,Minimal attention,B,,,0,1,Not meeting criteria for PTSD according to CAPS-SX,0.2593,7,27,1,MPSS score ≤20 and BDI-II ≤10,0.037,1,27,chard2005_Completer_B_0_1
26712,chung2004,Completer,Mirtazapine,Mirtazapine,A,,,0,,,,,,1,≥30% decrease in CAPS-2 score,0.8824,45,51,chung2004_Completer_A_0_1
26712,chung2004,Completer,Mirtazapine,Mirtazapine,A,,,0,,,,,,2,"CGI-S score of """"much improved"""" or """"very much improved""""",0.9608,49,51,chung2004_Completer_A_0_2
26712,chung2004,Completer,Sertraline,Sertraline,B,,,0,,,,,,1,≥30% decrease in CAPS-2 score,0.6939,34,49,chung2004_Completer_B_0_1
26712,chung2004,Completer,Sertraline,Sertraline,B,,,0,,,,,,2,"CGI-S score of """"much improved"""" or """"very much improved""""",0.8776,43,49,chung2004_Completer_B_0_2
40000,church2013,Completer,Emotional Freedom Technique,Emotional Freedom Technique (EFT),A,,,0,1,PCL-M <50,0.8967,26,29,,,,,,church2013_Completer_A_0_1
40000,church2013,Completer,Standard of care,Treatment as usual (TAU),B,,,0,1,PCL-M <50,0.04,1,25,,,,,,church2013_Completer_B_0_1
24762,cloitre2002,Completer,STAIR + modified PE,Skills Training in Affect and Interpersonal Regulation (STAIR) plus modified Prolonged Exposure (PE),A,,,0,1,Not meeting criteria for PTSD according to CAPS,0.7727,17,22,1,"MPSS score <20, STAI-S score <40, and BDI score <10",0.4545,10,22,cloitre2002_Completer_A_0_1
24762,cloitre2002,ITT,STAIR + modified PE,Skills Training in Affect and Interpersonal Regulation (STAIR) plus modified Prolonged Exposure (PE),A,,,0,1,Not meeting criteria for PTSD according to CAPS,,,,1,"MPSS score <20, STAI-S score <40, and BDI score <10",,,,cloitre2002_ITT_A_0_1
24762,cloitre2002,Completer,Minimal attention,Minimal attention,B,,,0,1,Not meeting criteria for PTSD according to CAPS,0.25,6,24,1,"MPSS score <20, STAI-S score <40, and BDI score <10",0.0417,1,24,cloitre2002_Completer_B_0_1
24762,cloitre2002,ITT,Minimal attention,Minimal attention,B,,,0,1,Not meeting criteria for PTSD according to CAPS,,,,1,"MPSS score <20, STAI-S score <40, and BDI score <10",,,,cloitre2002_ITT_B_0_1
34562,cloitre2010,ITT,STAIR + Exposure Treatment,Skills Training in Affect and Interpersonal Regulation (STAIR) + exposure therapy,A,,,0,1,Not meeting criteria for PTSD according to the CAPS,0.61,,,1,CAPS score <20,0.27,,,cloitre2010_ITT_A_0_1
34562,cloitre2010,ITT,STAIR + Exposure Treatment,Skills Training in Affect and Interpersonal Regulation (STAIR) + exposure therapy,A,,,12,1,Not meeting criteria for PTSD according to the CAPS,,,,,,,,,cloitre2010_ITT_A_12_1
34562,cloitre2010,ITT,STAIR + Exposure Treatment,Skills Training in Affect and Interpersonal Regulation (STAIR) + exposure therapy,A,,,26,1,Not meeting criteria for PTSD according to the CAPS,0.55,,,1,CAPS score <20,0.24,,,cloitre2010_ITT_A_26_1
34562,cloitre2010,ITT,STAIR + Supportive Counseling,Skills Training in Affect and Interpersonal Regulation (STAIR) + supportive therapy,B,,,0,1,Not meeting criteria for PTSD according to the CAPS,0.47,,,1,CAPS score <20,0.24,,,cloitre2010_ITT_B_0_1
34562,cloitre2010,ITT,STAIR + Supportive Counseling,Skills Training in Affect and Interpersonal Regulation (STAIR) + supportive therapy,B,,,12,1,Not meeting criteria for PTSD according to the CAPS,,,,,,,,,cloitre2010_ITT_B_12_1
34562,cloitre2010,ITT,STAIR + Supportive Counseling,Skills Training in Affect and Interpersonal Regulation (STAIR) + supportive therapy,B,,,26,1,Not meeting criteria for PTSD according to the CAPS,0.37,,,1,CAPS score <20,0.13,,,cloitre2010_ITT_B_26_1
34562,cloitre2010,ITT,Supportive Counseling + Exposure Treatment,Supportive counseling + exposure,C,,,0,1,Not meeting criteria for PTSD according to the CAPS,0.33,,,1,CAPS score <20,0.06,,,cloitre2010_ITT_C_0_1
34562,cloitre2010,ITT,Supportive Counseling + Exposure Treatment,Supportive counseling + exposure,C,,,12,1,Not meeting criteria for PTSD according to the CAPS,0.29,,,,,,,,cloitre2010_ITT_C_12_1
34562,cloitre2010,ITT,Supportive Counseling + Exposure Treatment,Supportive counseling + exposure,C,,,26,1,Not meeting criteria for PTSD according to the CAPS,0.21,,,1,CAPS score <20,0,,,cloitre2010_ITT_C_26_1
1629715,cloitre2024,ITT,STAIR,Skills Training in Affect and Interpersonal Regulation (STAIR),A,Model accounts for missing data,"Repeated measures logistic regression with maximum likelihood estimation, assessed across all time points (post-treatment, 2 months, and 4 months); odds ratios calculated as overall main effect of treatment across all outcome assessments with arm B (PCT) as reference group",16,1,"≥10-point improvement on CAPS-5 + no longer meeting diagnostic criteria for PTSD,  among those who met DSM-5 criteria for PTSD at baseline",0.462,24,52,1,"≥10-point improvement on CAPS-5,  among those who met DSM-5 criteria for PTSD at baseline",0.635,33,52,cloitre2024_ITT_A_16_1
1629715,cloitre2024,ITT,STAIR,Skills Training in Affect and Interpersonal Regulation (STAIR),A,Model accounts for missing data,"Repeated measures logistic regression with maximum likelihood estimation, assessed across all time points (post-treatment, 2 months, and 4 months); odds ratios calculated as overall main effect of treatment across all outcome assessments with arm B (PCT) as reference group",16,2,"≥10-point improvement on CAPS-5 + no longer meeting diagnostic criteria for PTSD + CAPS-5 <25,  among those who met DSM-5 criteria for PTSD at baseline",0.423,22,52,,,,,,cloitre2024_ITT_A_16_2
1629715,cloitre2024,ITT,STAIR,Skills Training in Affect and Interpersonal Regulation (STAIR),A,Model accounts for missing data,"Repeated measures logistic regression with maximum likelihood estimation, assessed across all time points (post-treatment, 2 months, and 4 months); odds ratios calculated as overall main effect of treatment across all outcome assessments with arm B (PCT) as reference group",16,2,"≥10-point improvement on CAPS-5 + no longer meeting diagnostic criteria for PTSD + CAPS-5 <25,  among those who met DSM-5 criteria for PTSD at baseline",0.373,19,51,,,,,,cloitre2024_ITT_A_16_2
1629715,cloitre2024,ITT,STAIR,Skills Training in Affect and Interpersonal Regulation (STAIR),A,Model accounts for missing data,"Repeated measures logistic regression with maximum likelihood estimation, assessed across all time points (post-treatment, 2 months, and 4 months); odds ratios calculated as overall main effect of treatment across all outcome assessments with arm B (PCT) as reference group",16,2,"≥10-point improvement on CAPS-5 + no longer meeting diagnostic criteria for PTSD + CAPS-5 <25,  among those who met DSM-5 criteria for PTSD at baseline",0.356,16,45,,,,,,cloitre2024_ITT_A_16_2
1629715,cloitre2024,ITT,STAIR,Skills Training in Affect and Interpersonal Regulation (STAIR),A,Model accounts for missing data,"Repeated measures logistic regression with maximum likelihood estimation, assessed across all time points (post-treatment, 2 months, and 4 months); odds ratios calculated as overall main effect of treatment across all outcome assessments with arm B (PCT) as reference group",16,1,"≥10-point improvement on CAPS-5 + no longer meeting diagnostic criteria for PTSD,  among those who met DSM-5 criteria for PTSD at baseline",0.412,21,51,1,"≥10-point improvement on CAPS-5,  among those who met DSM-5 criteria for PTSD at baseline",0.635,33,52,cloitre2024_ITT_A_16_1
1629715,cloitre2024,ITT,STAIR,Skills Training in Affect and Interpersonal Regulation (STAIR),A,Model accounts for missing data,"Repeated measures logistic regression with maximum likelihood estimation, assessed across all time points (post-treatment, 2 months, and 4 months); odds ratios calculated as overall main effect of treatment across all outcome assessments with arm B (PCT) as reference group",16,1,"≥10-point improvement on CAPS-5 + no longer meeting diagnostic criteria for PTSD,  among those who met DSM-5 criteria for PTSD at baseline",0.422,19,45,1,"≥10-point improvement on CAPS-5,  among those who met DSM-5 criteria for PTSD at baseline",0.635,33,52,cloitre2024_ITT_A_16_1
1629715,cloitre2024,ITT,STAIR,Skills Training in Affect and Interpersonal Regulation (STAIR),A,Model accounts for missing data,"Repeated measures logistic regression with maximum likelihood estimation, assessed across all time points (post-treatment, 2 months, and 4 months); odds ratios calculated as overall main effect of treatment across all outcome assessments with arm B (PCT) as reference group",16,1,"≥10-point improvement on CAPS-5 + no longer meeting diagnostic criteria for PTSD,  among those who met DSM-5 criteria for PTSD at baseline",0.462,24,52,1,"≥10-point improvement on CAPS-5,  among those who met DSM-5 criteria for PTSD at baseline",0.608,31,51,cloitre2024_ITT_A_16_1
1629715,cloitre2024,ITT,STAIR,Skills Training in Affect and Interpersonal Regulation (STAIR),A,Model accounts for missing data,"Repeated measures logistic regression with maximum likelihood estimation, assessed across all time points (post-treatment, 2 months, and 4 months); odds ratios calculated as overall main effect of treatment across all outcome assessments with arm B (PCT) as reference group",16,1,"≥10-point improvement on CAPS-5 + no longer meeting diagnostic criteria for PTSD,  among those who met DSM-5 criteria for PTSD at baseline",0.412,21,51,1,"≥10-point improvement on CAPS-5,  among those who met DSM-5 criteria for PTSD at baseline",0.608,31,51,cloitre2024_ITT_A_16_1
1629715,cloitre2024,ITT,STAIR,Skills Training in Affect and Interpersonal Regulation (STAIR),A,Model accounts for missing data,"Repeated measures logistic regression with maximum likelihood estimation, assessed across all time points (post-treatment, 2 months, and 4 months); odds ratios calculated as overall main effect of treatment across all outcome assessments with arm B (PCT) as reference group",16,1,"≥10-point improvement on CAPS-5 + no longer meeting diagnostic criteria for PTSD,  among those who met DSM-5 criteria for PTSD at baseline",0.422,19,45,1,"≥10-point improvement on CAPS-5,  among those who met DSM-5 criteria for PTSD at baseline",0.608,31,51,cloitre2024_ITT_A_16_1
1629715,cloitre2024,ITT,STAIR,Skills Training in Affect and Interpersonal Regulation (STAIR),A,Model accounts for missing data,"Repeated measures logistic regression with maximum likelihood estimation, assessed across all time points (post-treatment, 2 months, and 4 months); odds ratios calculated as overall main effect of treatment across all outcome assessments with arm B (PCT) as reference group",16,1,"≥10-point improvement on CAPS-5 + no longer meeting diagnostic criteria for PTSD,  among those who met DSM-5 criteria for PTSD at baseline",0.462,24,52,1,"≥10-point improvement on CAPS-5,  among those who met DSM-5 criteria for PTSD at baseline",0.644,29,45,cloitre2024_ITT_A_16_1
1629715,cloitre2024,ITT,STAIR,Skills Training in Affect and Interpersonal Regulation (STAIR),A,Model accounts for missing data,"Repeated measures logistic regression with maximum likelihood estimation, assessed across all time points (post-treatment, 2 months, and 4 months); odds ratios calculated as overall main effect of treatment across all outcome assessments with arm B (PCT) as reference group",16,1,"≥10-point improvement on CAPS-5 + no longer meeting diagnostic criteria for PTSD,  among those who met DSM-5 criteria for PTSD at baseline",0.412,21,51,1,"≥10-point improvement on CAPS-5,  among those who met DSM-5 criteria for PTSD at baseline",0.644,29,45,cloitre2024_ITT_A_16_1
1629715,cloitre2024,ITT,STAIR,Skills Training in Affect and Interpersonal Regulation (STAIR),A,Model accounts for missing data,"Repeated measures logistic regression with maximum likelihood estimation, assessed across all time points (post-treatment, 2 months, and 4 months); odds ratios calculated as overall main effect of treatment across all outcome assessments with arm B (PCT) as reference group",16,1,"≥10-point improvement on CAPS-5 + no longer meeting diagnostic criteria for PTSD,  among those who met DSM-5 criteria for PTSD at baseline",0.422,19,45,1,"≥10-point improvement on CAPS-5,  among those who met DSM-5 criteria for PTSD at baseline",0.644,29,45,cloitre2024_ITT_A_16_1
