,PTSDpubs_ID,Study_ID,Analysis_Type,Treatment_Name,Standardized_Treatment_Name,Interv_Group,Missing_Data_Method,Stats_Analysis_Method,Assessment_Point,Diag_Change_Def_Num,Diag_Change_Definition,Percent_Diag_Change,Diag_Change_Numerator,Diag_Change_Denominator,Clin_Meaningful_Def_Num,Clin_Meaningful_Def,Pcnt_Clin_Meaningful_Resp,Clin_Meaningful_Numerator,Clin_Meaningful_Denominator,Row_ID,bad_data,any_outliers,potential_issues,Treatment_Name_Cleaned,Treatment_Category
282,38434,dekleine2012,Completer,PE + D-cycloserine,Prolonged Exposure (PE) + D-cycloserine,A,,,12.0,,,,,,2,Total CAPS score <20,0.625,15.0,24.0,dekleine2012_Completer_A_12_2,False,False,False,PE + D-cycloserine,Other
283,38434,dekleine2012,ITT,PE + D-cycloserine,Prolonged Exposure (PE) + D-cycloserine,A,,,0.0,,,,,,1,≥10 points decrease in CAPS-1 score,0.6364,21.0,33.0,dekleine2012_ITT_A_0_1,False,False,False,PE + D-cycloserine,Other
284,38434,dekleine2012,ITT,PE + D-cycloserine,Prolonged Exposure (PE) + D-cycloserine,A,,,0.0,,,,,,2,Total CAPS score <20,0.3333,11.0,33.0,dekleine2012_ITT_A_0_2,False,False,False,PE + D-cycloserine,Other
285,38434,dekleine2012,ITT,PE + D-cycloserine,Prolonged Exposure (PE) + D-cycloserine,A,,,12.0,,,,,,1,≥10 points decrease in CAPS-1 score,0.697,23.0,33.0,dekleine2012_ITT_A_12_1,False,False,False,PE + D-cycloserine,Other
286,38434,dekleine2012,ITT,PE + D-cycloserine,Prolonged Exposure (PE) + D-cycloserine,A,,,12.0,,,,,,2,Total CAPS score <20,0.4545,15.0,33.0,dekleine2012_ITT_A_12_2,False,False,False,PE + D-cycloserine,Other
287,38434,dekleine2012,Completer,PE + placebo,Prolonged Exposure (PE) + placebo,B,,,0.0,,,,,,1,≥10 points decrease in CAPS-1 score,0.619,13.0,21.0,dekleine2012_Completer_B_0_1,False,False,False,PE + placebo,Other
288,38434,dekleine2012,Completer,PE + placebo,Prolonged Exposure (PE) + placebo,B,,,0.0,,,,,,2,Total CAPS score <20,0.3333,7.0,21.0,dekleine2012_Completer_B_0_2,False,False,False,PE + placebo,Other
289,38434,dekleine2012,Completer,PE + placebo,Prolonged Exposure (PE) + placebo,B,,,12.0,,,,,,1,≥10 points decrease in CAPS-1 score,0.7143,15.0,21.0,dekleine2012_Completer_B_12_1,False,False,False,PE + placebo,Other
290,38434,dekleine2012,Completer,PE + placebo,Prolonged Exposure (PE) + placebo,B,,,12.0,,,,,,2,Total CAPS score <20,0.4286,9.0,21.0,dekleine2012_Completer_B_12_2,False,False,False,PE + placebo,Other
291,38434,dekleine2012,ITT,PE + placebo,Prolonged Exposure (PE) + placebo,B,,,0.0,,,,,,1,≥10 points decrease in CAPS-1 score,0.3824,13.0,34.0,dekleine2012_ITT_B_0_1,False,False,False,PE + placebo,Other
292,38434,dekleine2012,ITT,PE + placebo,Prolonged Exposure (PE) + placebo,B,,,0.0,,,,,,2,Total CAPS score <20,0.2647,9.0,34.0,dekleine2012_ITT_B_0_2,False,False,False,PE + placebo,Other
293,38434,dekleine2012,ITT,PE + placebo,Prolonged Exposure (PE) + placebo,B,,,12.0,,,,,,1,≥10 points decrease in CAPS-1 score,0.5,17.0,34.0,dekleine2012_ITT_B_12_1,False,False,False,PE + placebo,Other
294,38434,dekleine2012,ITT,PE + placebo,Prolonged Exposure (PE) + placebo,B,,,12.0,,,,,,2,Total CAPS score <20,0.2059,7.0,34.0,dekleine2012_ITT_B_12_2,False,False,False,PE + placebo,Other
295,1592061,dell2022,ITT,Massed Prolonged Exposure,Prolonged Exposure (PE),A,Multiple imputation,Logistic regression,2.0,1,Loss of PTSD diagnosis,0.538,,,,,,,,dell2022_ITT_A_2_1,False,False,False,Massed Prolonged Exposure,Other
296,1592061,dell2022,ITT,Standard Prolonged Exposure,Prolonged Exposure (PE),B,Multiple imputation,Logistic regression,2.0,1,Loss of PTSD diagnosis,0.541,,,,,,,,dell2022_ITT_B_2_1,False,False,False,Standard Prolonged Exposure,Other
297,20740,devilly1998,Completer,EMDR,Eye Movement Desensitization and Reprocessing (EMDR),A,,,0.0,,,,,,1,RCI for M-PTSD,0.6667,8.0,12.0,devilly1998_Completer_A_0_1,False,False,False,EMDR,EMDR
298,20740,devilly1998,Completer,EMDR,Eye Movement Desensitization and Reprocessing (EMDR),A,,,26.0,,,,,,1,RCI for M-PTSD,0.3333,3.0,9.0,devilly1998_Completer_A_26_1,False,False,False,EMDR,EMDR
299,20740,devilly1998,Completer,Reactive Eye Dilation Desensitization and Reprocessing,Eye Movement Desensitization and Reprocessing (EMDR),B,,,0.0,,,,,,1,RCI for M-PTSD,0.4167,5.0,12.0,devilly1998_Completer_B_0_1,False,False,False,Reactive Eye Dilation Desensitization and Reprocessing,Other
300,20740,devilly1998,Completer,Reactive Eye Dilation Desensitization and Reprocessing,Eye Movement Desensitization and Reprocessing (EMDR),B,,,26.0,,,,,,1,RCI for M-PTSD,0.3333,3.0,9.0,devilly1998_Completer_B_26_1,False,False,False,Reactive Eye Dilation Desensitization and Reprocessing,Other
301,14687,devilly1999,Completer,Trauma Treatment Protocol,Trauma-focused cognitive behavioral therapy (TF-CBT),A,Complete case,chi-square test,0.0,,,,,,1,>2 SD below the pretreatment mean on PSS-SR,0.75,9.0,12.0,devilly1999_Completer_A_0_1,False,False,False,Trauma Treatment Protocol,Other
302,14687,devilly1999,Completer,Trauma Treatment Protocol,Trauma-focused cognitive behavioral therapy (TF-CBT),A,Complete case,chi-square test,0.0,,,,,,2,>2 SD below the pretreatment mean on IES,0.6667,8.0,12.0,devilly1999_Completer_A_0_2,False,False,False,Trauma Treatment Protocol,Other
303,14687,devilly1999,Completer,Trauma Treatment Protocol,Trauma-focused cognitive behavioral therapy (TF-CBT),A,Complete case,chi-square test,0.0,,,,,,3,>2 SD below the pretreatment mean on CMS,0.5,6.0,12.0,devilly1999_Completer_A_0_3,False,False,False,Trauma Treatment Protocol,Other
304,14687,devilly1999,Completer,Trauma Treatment Protocol,Trauma-focused cognitive behavioral therapy (TF-CBT),A,Complete case,two-tailed Fisher's exact test,0.0,1,No longer meeting criteria for PTSD using PTSD-I,0.8333,10.0,12.0,,,,,,devilly1999_Completer_A_0_1,False,False,False,Trauma Treatment Protocol,Other
305,14687,devilly1999,Completer,Trauma Treatment Protocol,Trauma-focused cognitive behavioral therapy (TF-CBT),A,Complete case,two-tailed Fisher's exact test,0.0,2,No longer meeting criteria for PTSD using PSS-SR,0.5833,7.0,12.0,,,,,,devilly1999_Completer_A_0_2,False,False,False,Trauma Treatment Protocol,Other
306,14687,devilly1999,Completer,Trauma Treatment Protocol,Trauma-focused cognitive behavioral therapy (TF-CBT),A,Complete case,chi-square test,12.0,,,,,,1,>2 SD below the pretreatment mean on PSS-SR,0.6667,8.0,12.0,devilly1999_Completer_A_12_1,False,False,False,Trauma Treatment Protocol,Other
307,14687,devilly1999,Completer,Trauma Treatment Protocol,Trauma-focused cognitive behavioral therapy (TF-CBT),A,Complete case,chi-square test,12.0,,,,,,2,>2 SD below the pretreatment mean on IES,0.6667,8.0,12.0,devilly1999_Completer_A_12_2,False,False,False,Trauma Treatment Protocol,Other
308,14687,devilly1999,Completer,Trauma Treatment Protocol,Trauma-focused cognitive behavioral therapy (TF-CBT),A,Complete case,chi-square test,12.0,,,,,,3,>2 SD below the pretreatment mean on CMS,0.4167,5.0,12.0,devilly1999_Completer_A_12_3,False,False,False,Trauma Treatment Protocol,Other
309,14687,devilly1999,Completer,Trauma Treatment Protocol,Trauma-focused cognitive behavioral therapy (TF-CBT),A,Complete case,two-tailed Fisher's exact test,12.0,2,No longer meeting criteria for PTSD using PSS-SR,0.5833,7.0,12.0,,,,,,devilly1999_Completer_A_12_2,False,False,False,Trauma Treatment Protocol,Other
310,14687,devilly1999,Completer,Eye Movement Desensitization and Reproccessing,Eye Movement Desensitization and Reprocessing (EMDR),B,Complete case,chi-square test,0.0,,,,,,1,>2 SD below the pretreatment mean on PSS-SR,0.2727,3.0,11.0,devilly1999_Completer_B_0_1,False,False,False,Eye Movement Desensitization and Reproccessing,Other
311,14687,devilly1999,Completer,Eye Movement Desensitization and Reproccessing,Eye Movement Desensitization and Reprocessing (EMDR),B,Complete case,chi-square test,0.0,,,,,,2,>2 SD below the pretreatment mean on IES,0.3636,4.0,11.0,devilly1999_Completer_B_0_2,False,False,False,Eye Movement Desensitization and Reproccessing,Other
312,14687,devilly1999,Completer,Eye Movement Desensitization and Reproccessing,Eye Movement Desensitization and Reprocessing (EMDR),B,Complete case,chi-square test,0.0,,,,,,3,>2 SD below the pretreatment mean on CMS,0.3636,4.0,11.0,devilly1999_Completer_B_0_3,False,False,False,Eye Movement Desensitization and Reproccessing,Other
313,14687,devilly1999,Completer,Eye Movement Desensitization and Reproccessing,Eye Movement Desensitization and Reprocessing (EMDR),B,Complete case,two-tailed Fisher's exact test,0.0,1,No longer meeting criteria for PTSD using PTSD-I,0.3636,4.0,11.0,,,,,,devilly1999_Completer_B_0_1,False,False,False,Eye Movement Desensitization and Reproccessing,Other
314,14687,devilly1999,Completer,Eye Movement Desensitization and Reproccessing,Eye Movement Desensitization and Reprocessing (EMDR),B,Complete case,two-tailed Fisher's exact test,0.0,2,No longer meeting criteria for PTSD using PSS-SR,0.2727,3.0,11.0,,,,,,devilly1999_Completer_B_0_2,False,False,False,Eye Movement Desensitization and Reproccessing,Other
315,14687,devilly1999,Completer,Eye Movement Desensitization and Reproccessing,Eye Movement Desensitization and Reprocessing (EMDR),B,Complete case,chi-square test,12.0,,,,,,1,>2 SD below the pretreatment mean on PSS-SR,0.2727,3.0,11.0,devilly1999_Completer_B_12_1,False,False,False,Eye Movement Desensitization and Reproccessing,Other
316,14687,devilly1999,Completer,Eye Movement Desensitization and Reproccessing,Eye Movement Desensitization and Reprocessing (EMDR),B,Complete case,chi-square test,12.0,,,,,,2,>2 SD below the pretreatment mean on IES,0.2727,3.0,11.0,devilly1999_Completer_B_12_2,False,False,False,Eye Movement Desensitization and Reproccessing,Other
317,14687,devilly1999,Completer,Eye Movement Desensitization and Reproccessing,Eye Movement Desensitization and Reprocessing (EMDR),B,Complete case,chi-square test,12.0,,,,,,3,>2 SD below the pretreatment mean on CMS,0.0909,1.0,11.0,devilly1999_Completer_B_12_3,False,False,False,Eye Movement Desensitization and Reproccessing,Other
318,14687,devilly1999,Completer,Eye Movement Desensitization and Reproccessing,Eye Movement Desensitization and Reprocessing (EMDR),B,Complete case,two-tailed Fisher's exact test,12.0,2,No longer meeting criteria for PTSD using PSS-SR,0.1818,2.0,11.0,,,,,,devilly1999_Completer_B_12_2,False,False,False,Eye Movement Desensitization and Reproccessing,Other
319,41641,difede2014,ITT,Exposure therapy with virtual reality plus D-cycloserine,Virtual reality exposure therapy (VRET) + D-cycloserine,A,,,0.0,,,,,,1,"CAPS total score of ≤20 and minimal or no impairment in social, occupational and other important areas of functioning (CAPS items F21 and F22 ≤1)",0.4615,6.0,13.0,difede2014_ITT_A_0_1,False,False,False,Exposure therapy with virtual reality plus D-cycloserine,Other
320,41641,difede2014,ITT,Exposure therapy with virtual reality plus D-cycloserine,Virtual reality exposure therapy (VRET) + D-cycloserine,A,,,26.0,,,,,,1,"CAPS total score of ≤20 and minimal or no impairment in social, occupational and other important areas of functioning (CAPS items F21 and F22 ≤1)",0.6923,9.0,13.0,difede2014_ITT_A_26_1,False,False,False,Exposure therapy with virtual reality plus D-cycloserine,Other
321,41641,difede2014,ITT,Exposure therapy with virtual reality plus placebo,Virtual reality exposure therapy (VRET) + placebo,B,,,0.0,,,,,,1,"CAPS total score of ≤20 and minimal or no impairment in social, occupational and other important areas of functioning (CAPS items F21 and F22 ≤1)",0.0833,1.0,12.0,difede2014_ITT_B_0_1,False,False,False,Exposure therapy with virtual reality plus placebo,Other
322,41641,difede2014,ITT,Exposure therapy with virtual reality plus placebo,Virtual reality exposure therapy (VRET) + placebo,B,,,26.0,,,,,,1,"CAPS total score of ≤20 and minimal or no impairment in social, occupational and other important areas of functioning (CAPS items F21 and F22 ≤1)",0.1667,2.0,12.0,difede2014_ITT_B_26_1,False,False,False,Exposure therapy with virtual reality plus placebo,Other
323,39141,dorrepaal2012,Completer,Group CBT,Cognitive behavioral therapy (CBT) without a trauma focus,A,,,0.0,,,,,,1,≥1 standard deviation decrease from baseline on DTS (equivalent to 22.5 points),0.5484,17.0,31.0,dorrepaal2012_Completer_A_0_1,False,False,False,Group CBT,Other
324,39141,dorrepaal2012,ITT,Group CBT,Cognitive behavioral therapy (CBT) without a trauma focus,A,,,0.0,,,,,,1,≥1 standard deviation decrease from baseline on DTS (equivalent to 22.5 points),0.4474,17.0,38.0,dorrepaal2012_ITT_A_0_1,False,False,False,Group CBT,Other
325,39141,dorrepaal2012,Completer,TAU,Supportive counseling,B,,,0.0,,,,,,1,≥1 standard deviation decrease from baseline on DTS (equivalent to 22.5 points),0.2414,7.0,33.0,dorrepaal2012_Completer_B_0_1,False,False,False,TAU,TAU
326,39141,dorrepaal2012,ITT,TAU,Supportive counseling,B,,,0.0,,,,,,1,≥1 standard deviation decrease from baseline on DTS (equivalent to 22.5 points),0.2121,7.0,33.0,dorrepaal2012_ITT_B_0_1,False,False,False,TAU,TAU
327,49315,dunlop2017,ITT,GSK561679 investigational drug,GSK561679 investigational drug,A,,,0.0,,,,,,1,>50% decrease in total CAPS score from baseline,0.2222,14.0,63.0,dunlop2017_ITT_A_0_1,False,False,False,GSK561679 investigational drug,Other
328,49315,dunlop2017,ITT,GSK561679 investigational drug,GSK561679 investigational drug,A,,,0.0,,,,,,2,>30% decrease in total CAPS score from baseline,0.4444,28.0,63.0,dunlop2017_ITT_A_0_2,False,False,False,GSK561679 investigational drug,Other
329,49315,dunlop2017,ITT,Placebo,Placebo,B,,,0.0,,,,,,1,>50% decrease in total CAPS score from baseline,0.2769,18.0,65.0,dunlop2017_ITT_B_0_1,False,False,False,Placebo,Other
330,49315,dunlop2017,ITT,Placebo,Placebo,B,,,0.0,,,,,,2,>30% decrease in total CAPS score from baseline,0.5231,34.0,65.0,dunlop2017_ITT_B_0_2,False,False,False,Placebo,Other
331,1565688,dunlop2021,ITT,Vortioxetine,Vortioxetine,A,,"Repeated-measures model, with binary logistic analysis",0.0,,,,,,1,≥30% decrease in CAPS-5 total score from baseline,,,,dunlop2021_ITT_A_0_1,False,False,False,Vortioxetine,Other
332,1565688,dunlop2021,ITT,Placebo,Placebo,B,,"Repeated-measures model, with binary logistic analysis",0.0,,,,,,1,≥30% decrease in CAPS-5 total score from baseline,,,,dunlop2021_ITT_B_0_1,False,False,False,Placebo,Other
333,39572,dunne2012,ITT,Trauma-focused CBT,Trauma-focused cognitive behavioral therapy (TF-CBT),A,,,0.0,1,Not meeting criteria for PTSD according to SCID,0.6154,8.0,13.0,1,RCI of 7.8 on PDS,0.3077,4.0,13.0,dunne2012_ITT_A_0_1,False,False,False,Trauma-focused CBT,Other
334,39572,dunne2012,ITT,Waitlist,Waitlist,B,,,0.0,1,Not meeting criteria for PTSD according to SCID,0.0769,1.0,13.0,1,RCI of 7.8 on PDS,0.0,0.0,13.0,dunne2012_ITT_B_0_1,False,False,False,Waitlist,Waitlist
335,1553709,duran2020,Completer,PE,Prolonged Exposure (PE),A,,,12.0,1,"Remission, not further defined",0.1765,9.0,51.0,,,,,,duran2020_Completer_A_12_1,False,False,False,PE,PE
336,1553709,duran2020,Completer,TBCT,Trauma-focused cognitive behavioral therapy (TF-CBT),B,,,12.0,1,"Remission, not further defined",0.3182,14.0,44.0,,,,,,duran2020_Completer_B_12_1,False,False,False,TBCT,Other
337,7521,echeburua1996,ITT,Cognitive Restructuring and coping-skills training,Cognitive restructuring and coping-skills training,A,,,0.0,1,Not meeting criteria for PTSD according to DSM-III-R,0.8,8.0,10.0,,,,,,echeburua1996_ITT_A_0_1,False,False,False,Cognitive Restructuring and coping-skills training,Other
338,7521,echeburua1996,ITT,Cognitive Restructuring and coping-skills training,Cognitive restructuring and coping-skills training,A,,,26.0,1,Not meeting criteria for PTSD according to DSM-III-R,1.0,10.0,10.0,,,,,,echeburua1996_ITT_A_26_1,False,False,False,Cognitive Restructuring and coping-skills training,Other
339,7521,echeburua1996,ITT,Cognitive Restructuring and coping-skills training,Cognitive restructuring and coping-skills training,A,,,4.0,1,Not meeting criteria for PTSD according to DSM-III-R,1.0,10.0,10.0,,,,,,echeburua1996_ITT_A_4_1,False,False,False,Cognitive Restructuring and coping-skills training,Other
340,7521,echeburua1996,ITT,Cognitive Restructuring and coping-skills training,Cognitive restructuring and coping-skills training,A,,,52.0,1,Not meeting criteria for PTSD according to DSM-III-R,1.0,10.0,10.0,,,,,,echeburua1996_ITT_A_52_1,False,False,False,Cognitive Restructuring and coping-skills training,Other
341,7521,echeburua1996,ITT,Progressive muscular relaxation,Relaxation,B,,,0.0,1,Not meeting criteria for PTSD according to DSM-III-R,0.5,5.0,10.0,,,,,,echeburua1996_ITT_B_0_1,False,False,False,Progressive muscular relaxation,Other
342,7521,echeburua1996,ITT,Progressive muscular relaxation,Relaxation,B,,,26.0,1,Not meeting criteria for PTSD according to DSM-III-R,0.9,9.0,10.0,,,,,,echeburua1996_ITT_B_26_1,False,False,False,Progressive muscular relaxation,Other
343,7521,echeburua1996,ITT,Progressive muscular relaxation,Relaxation,B,,,4.0,1,Not meeting criteria for PTSD according to DSM-III-R,0.8,8.0,10.0,,,,,,echeburua1996_ITT_B_4_1,False,False,False,Progressive muscular relaxation,Other
344,7521,echeburua1996,ITT,Progressive muscular relaxation,Relaxation,B,,,52.0,1,Not meeting criteria for PTSD according to DSM-III-R,0.8,8.0,10.0,,,,,,echeburua1996_ITT_B_52_1,False,False,False,Progressive muscular relaxation,Other
345,1587976,efendi2020,ITT,Trauma-focused Cognitive Behavioral Therapy,Trauma-focused cognitive behavioral therapy (TF-CBT),A,,Fisher exact test,0.0,1,No longer meeting PTSD criteria on CAPS-5,0.822,37.0,45.0,,,,,,efendi2020_ITT_A_0_1,False,False,False,Trauma-focused Cognitive Behavioral Therapy,Other
346,1587976,efendi2020,ITT,Waitlist,Waitlist,B,,Fisher exact test,0.0,1,No longer meeting PTSD criteria on CAPS-5,0.111,5.0,45.0,,,,,,efendi2020_ITT_B_0_1,False,False,False,Waitlist,Waitlist
347,25861,ehlers2003,Completer,Cognitive Therapy,Cognitive Therapy for PTSD (CT-PTSD),A,,,0.0,1,Not meeting criteria for PTSD according to CAPS and CAPS global severity rating ≥2,0.7857,22.0,28.0,1,≥50% decrease on PDS,0.821,23.0,28.0,ehlers2003_Completer_A_0_1,False,False,False,Cognitive Therapy,Cognitive Therapy
348,25861,ehlers2003,Completer,Cognitive Therapy,Cognitive Therapy for PTSD (CT-PTSD),A,,,0.0,2,"Not meeting criteria for PTSD according to PDS, plus interference with at least 2 areas of their lives or general interference in all areas of their lives, and PDS total score ≥14",0.8571,24.0,28.0,2,PDS <14 and CAPS global severity <2 and BDI <12 and BAI <12,0.679,19.0,28.0,ehlers2003_Completer_A_0_2,False,False,False,Cognitive Therapy,Cognitive Therapy
349,25861,ehlers2003,Completer,Cognitive Therapy,Cognitive Therapy for PTSD (CT-PTSD),A,,,39.0,1,Not meeting criteria for PTSD according to CAPS and CAPS global severity rating ≥2,0.8929,25.0,28.0,1,≥50% decrease on PDS,0.893,25.0,28.0,ehlers2003_Completer_A_39_1,False,False,False,Cognitive Therapy,Cognitive Therapy
350,25861,ehlers2003,Completer,Cognitive Therapy,Cognitive Therapy for PTSD (CT-PTSD),A,,,39.0,2,"Not meeting criteria for PTSD according to PDS, plus interference with at least 2 areas of their lives or general interference in all areas of their lives, and PDS total score ≥14",0.8571,24.0,28.0,2,PDS <14 and CAPS global severity <2 and BDI <12 and BAI <12,0.75,21.0,28.0,ehlers2003_Completer_A_39_2,False,False,False,Cognitive Therapy,Cognitive Therapy
351,25861,ehlers2003,ITT,Cognitive Therapy,Cognitive Therapy for PTSD (CT-PTSD),A,,,0.0,1,Not meeting criteria for PTSD according to CAPS and CAPS global severity rating ≥2,0.7857,22.0,28.0,1,≥50% decrease on PDS,0.821,23.0,28.0,ehlers2003_ITT_A_0_1,False,False,False,Cognitive Therapy,Cognitive Therapy
352,25861,ehlers2003,ITT,Cognitive Therapy,Cognitive Therapy for PTSD (CT-PTSD),A,,,0.0,2,"Not meeting criteria for PTSD according to PDS, plus interference with at least 2 areas of their lives or general interference in all areas of their lives, and PDS total score ≥14",0.8571,24.0,28.0,2,PDS <14 and CAPS global severity <2 and BDI <12 and BAI <12,0.679,19.0,28.0,ehlers2003_ITT_A_0_2,False,False,False,Cognitive Therapy,Cognitive Therapy
353,25861,ehlers2003,ITT,Cognitive Therapy,Cognitive Therapy for PTSD (CT-PTSD),A,,,39.0,1,Not meeting criteria for PTSD according to CAPS and CAPS global severity rating ≥2,0.8929,25.0,28.0,1,≥50% decrease on PDS,0.893,25.0,28.0,ehlers2003_ITT_A_39_1,False,False,False,Cognitive Therapy,Cognitive Therapy
354,25861,ehlers2003,ITT,Cognitive Therapy,Cognitive Therapy for PTSD (CT-PTSD),A,,,39.0,2,"Not meeting criteria for PTSD according to PDS, plus interference with at least 2 areas of their lives or general interference in all areas of their lives, and PDS total score ≥14",0.8571,24.0,28.0,2,PDS <14 and CAPS global severity <2 and BDI <12 and BAI <12,0.75,21.0,28.0,ehlers2003_ITT_A_39_2,False,False,False,Cognitive Therapy,Cognitive Therapy
355,25861,ehlers2003,Completer,Self-help booklet,Self-help booklet,B,,,0.0,1,Not meeting criteria for PTSD according to CAPS and CAPS global severity rating ≥2,0.24,6.0,25.0,1,≥50% decrease on PDS,0.28,7.0,25.0,ehlers2003_Completer_B_0_1,False,False,False,Self-help booklet,Other
356,25861,ehlers2003,Completer,Self-help booklet,Self-help booklet,B,,,0.0,2,"Not meeting criteria for PTSD according to PDS, plus interference with at least 2 areas of their lives or general interference in all areas of their lives, and PDS total score ≥14",0.24,6.0,25.0,2,PDS <14 and CAPS global severity <2 and BDI <12 and BAI <12,0.08,2.0,25.0,ehlers2003_Completer_B_0_2,False,False,False,Self-help booklet,Other
357,25861,ehlers2003,Completer,Self-help booklet,Self-help booklet,B,,,39.0,1,Not meeting criteria for PTSD according to CAPS and CAPS global severity rating ≥2,0.44,11.0,25.0,1,≥50% decrease on PDS,0.28,7.0,25.0,ehlers2003_Completer_B_39_1,False,False,False,Self-help booklet,Other
358,25861,ehlers2003,Completer,Self-help booklet,Self-help booklet,B,,,39.0,2,"Not meeting criteria for PTSD according to PDS, plus interference with at least 2 areas of their lives or general interference in all areas of their lives, and PDS total score ≥14",0.28,7.0,25.0,2,PDS <14 and CAPS global severity <2 and BDI <12 and BAI <12,0.04,1.0,25.0,ehlers2003_Completer_B_39_2,False,False,False,Self-help booklet,Other
359,25861,ehlers2003,ITT,Self-help booklet,Self-help booklet,B,,,0.0,1,Not meeting criteria for PTSD according to CAPS and CAPS global severity rating ≥2,0.2143,6.0,28.0,1,≥50% decrease on PDS,0.25,7.0,28.0,ehlers2003_ITT_B_0_1,False,False,False,Self-help booklet,Other
360,25861,ehlers2003,ITT,Self-help booklet,Self-help booklet,B,,,0.0,2,"Not meeting criteria for PTSD according to PDS, plus interference with at least 2 areas of their lives or general interference in all areas of their lives, and PDS total score ≥14",0.2143,6.0,28.0,2,PDS <14 and CAPS global severity <2 and BDI <12 and BAI <12,0.071,2.0,28.0,ehlers2003_ITT_B_0_2,False,False,False,Self-help booklet,Other
361,25861,ehlers2003,ITT,Self-help booklet,Self-help booklet,B,,,39.0,1,Not meeting criteria for PTSD according to CAPS and CAPS global severity rating ≥2,0.3929,11.0,28.0,1,≥50% decrease on PDS,0.25,7.0,28.0,ehlers2003_ITT_B_39_1,False,False,False,Self-help booklet,Other
362,25861,ehlers2003,ITT,Self-help booklet,Self-help booklet,B,,,39.0,2,"Not meeting criteria for PTSD according to PDS, plus interference with at least 2 areas of their lives or general interference in all areas of their lives, and PDS total score ≥14",0.25,7.0,28.0,2,PDS <14 and CAPS global severity <2 and BDI <12 and BAI <12,0.036,1.0,28.0,ehlers2003_ITT_B_39_2,False,False,False,Self-help booklet,Other
363,25861,ehlers2003,Completer,Repeated assessments,Assessment,C,,,0.0,1,Not meeting criteria for PTSD according to CAPS and CAPS global severity rating ≥2,0.2963,8.0,27.0,1,≥50% decrease on PDS,0.222,6.0,27.0,ehlers2003_Completer_C_0_1,False,False,False,Repeated assessments,Other
364,25861,ehlers2003,Completer,Repeated assessments,Assessment,C,,,0.0,2,"Not meeting criteria for PTSD according to PDS, plus interference with at least 2 areas of their lives or general interference in all areas of their lives, and PDS total score ≥14",0.2963,8.0,27.0,2,PDS <14 and CAPS global severity <2 and BDI <12 and BAI <12,0.111,3.0,27.0,ehlers2003_Completer_C_0_2,False,False,False,Repeated assessments,Other
365,25861,ehlers2003,Completer,Repeated assessments,Assessment,C,,,39.0,1,Not meeting criteria for PTSD according to CAPS and CAPS global severity rating ≥2,0.4615,12.0,26.0,1,≥50% decrease on PDS,0.423,11.0,26.0,ehlers2003_Completer_C_39_1,False,False,False,Repeated assessments,Other
366,25861,ehlers2003,Completer,Repeated assessments,Assessment,C,,,39.0,2,"Not meeting criteria for PTSD according to PDS, plus interference with at least 2 areas of their lives or general interference in all areas of their lives, and PDS total score ≥14",0.4615,12.0,26.0,2,PDS <14 and CAPS global severity <2 and BDI <12 and BAI <12,0.231,6.0,26.0,ehlers2003_Completer_C_39_2,False,False,False,Repeated assessments,Other
367,25861,ehlers2003,ITT,Repeated assessments,Assessment,C,,,0.0,1,Not meeting criteria for PTSD according to CAPS and CAPS global severity rating ≥2,0.2759,8.0,29.0,1,≥50% decrease on PDS,0.207,6.0,29.0,ehlers2003_ITT_C_0_1,False,False,False,Repeated assessments,Other
368,25861,ehlers2003,ITT,Repeated assessments,Assessment,C,,,0.0,2,"Not meeting criteria for PTSD according to PDS, plus interference with at least 2 areas of their lives or general interference in all areas of their lives, and PDS total score ≥14",0.2759,8.0,29.0,2,PDS <14 and CAPS global severity <2 and BDI <12 and BAI <12,0.103,3.0,29.0,ehlers2003_ITT_C_0_2,False,False,False,Repeated assessments,Other
369,25861,ehlers2003,ITT,Repeated assessments,Assessment,C,,,39.0,1,Not meeting criteria for PTSD according to CAPS and CAPS global severity rating ≥2,0.4483,13.0,29.0,1,≥50% decrease on PDS,0.414,12.0,29.0,ehlers2003_ITT_C_39_1,False,False,False,Repeated assessments,Other
370,25861,ehlers2003,ITT,Repeated assessments,Assessment,C,,,39.0,2,"Not meeting criteria for PTSD according to PDS, plus interference with at least 2 areas of their lives or general interference in all areas of their lives, and PDS total score ≥14",0.4483,13.0,29.0,2,PDS <14 and CAPS global severity <2 and BDI <12 and BAI <12,0.276,8.0,29.0,ehlers2003_ITT_C_39_2,False,False,False,Repeated assessments,Other
371,26999,ehlers2005,ITT,Cogntive therapy,Cognitive Therapy for PTSD (CT-PTSD),A,No missing data,Chi-squared test,0.0,1,"Loss of PTSD diagnosis using DSM-IV criteria on CAPS-SX and PDS, and PDS score <14",0.714,10.0,14.0,1,PDS score ≥50% decrease,0.786,11.0,14.0,ehlers2005_ITT_A_0_1,False,False,False,Cogntive therapy,Cognitive Therapy
372,26999,ehlers2005,ITT,Cogntive therapy,Cognitive Therapy for PTSD (CT-PTSD),A,No missing data,Chi-squared test,0.0,,,,,,2,"PDS score <14, Sheehan Disability Scale score <3, BDI score <12, and BAI score <12",0.643,9.0,14.0,ehlers2005_ITT_A_0_2,False,False,False,Cogntive therapy,Cognitive Therapy
