,PTSDpubs_ID,Study_ID,Analysis_Type,Treatment_Name,Standardized_Treatment_Name,Interv_Group,Missing_Data_Method,Stats_Analysis_Method,Assessment_Point,Diag_Change_Def_Num,Diag_Change_Definition,Percent_Diag_Change,Diag_Change_Numerator,Diag_Change_Denominator,Clin_Meaningful_Def_Num,Clin_Meaningful_Def,Pcnt_Clin_Meaningful_Resp,Clin_Meaningful_Numerator,Clin_Meaningful_Denominator,Row_ID,bad_data,any_outliers,potential_issues,Treatment_Name_Cleaned,Treatment_Category
639,1568095,kearney2021,Completer,Loving kindness meditation,Loving kindness meditation,A,Missing coded as not improved,Chi-squared test,0.0,2,Loss of PTSD diagnosis,0.361,22.0,61.0,,,,,,kearney2021_Completer_A_0_2,False,False,False,Loving kindness meditation,Other
640,1568095,kearney2021,Completer,Loving kindness meditation,Loving kindness meditation,A,Missing coded as not improved,Chi-squared test,12.0,1,PTSD remission: loss of diagnosis and CAPS-5 <12,0.066,4.0,61.0,1,CAPS-5 improvement ≥10 points,0.262,16.0,61.0,kearney2021_Completer_A_12_1,False,False,False,Loving kindness meditation,Other
641,1568095,kearney2021,Completer,Loving kindness meditation,Loving kindness meditation,A,Missing coded as not improved,Chi-squared test,12.0,2,Loss of PTSD diagnosis,0.344,21.0,61.0,,,,,,kearney2021_Completer_A_12_2,False,False,False,Loving kindness meditation,Other
642,1568095,kearney2021,Completer,Loving kindness meditation,Loving kindness meditation,A,Missing coded as not improved,Chi-squared test,26.0,1,PTSD remission: loss of diagnosis and CAPS-5 <12,0.131,8.0,61.0,1,CAPS-5 improvement ≥10 points,0.312,19.0,61.0,kearney2021_Completer_A_26_1,False,False,False,Loving kindness meditation,Other
643,1568095,kearney2021,Completer,Loving kindness meditation,Loving kindness meditation,A,Missing coded as not improved,Chi-squared test,26.0,2,Loss of PTSD diagnosis,0.443,27.0,61.0,,,,,,kearney2021_Completer_A_26_2,False,False,False,Loving kindness meditation,Other
644,1568095,kearney2021,ITT,Loving kindness meditation,Loving kindness meditation,A,Missing coded as not improved,Chi-squared test,0.0,1,PTSD remission: loss of diagnosis and CAPS-5 <12,0.099,9.0,91.0,1,CAPS-5 improvement ≥10 points,0.253,23.0,91.0,kearney2021_ITT_A_0_1,False,False,False,Loving kindness meditation,Other
645,1568095,kearney2021,ITT,Loving kindness meditation,Loving kindness meditation,A,Missing coded as not improved,Chi-squared test,0.0,2,Loss of PTSD diagnosis,0.275,25.0,91.0,,,,,,kearney2021_ITT_A_0_2,False,False,False,Loving kindness meditation,Other
646,1568095,kearney2021,ITT,Loving kindness meditation,Loving kindness meditation,A,Missing coded as not improved,Chi-squared test,12.0,1,PTSD remission: loss of diagnosis and CAPS-5 <12,0.066,6.0,91.0,1,CAPS-5 improvement ≥10 points,0.22,20.0,91.0,kearney2021_ITT_A_12_1,False,False,False,Loving kindness meditation,Other
647,1568095,kearney2021,ITT,Loving kindness meditation,Loving kindness meditation,A,Missing coded as not improved,Chi-squared test,12.0,2,Loss of PTSD diagnosis,0.308,28.0,91.0,,,,,,kearney2021_ITT_A_12_2,False,False,False,Loving kindness meditation,Other
648,1568095,kearney2021,ITT,Loving kindness meditation,Loving kindness meditation,A,Missing coded as not improved,Chi-squared test,26.0,1,PTSD remission: loss of diagnosis and CAPS-5 <12,0.11,10.0,91.0,1,CAPS-5 improvement ≥10 points,0.275,25.0,91.0,kearney2021_ITT_A_26_1,False,False,False,Loving kindness meditation,Other
649,1568095,kearney2021,ITT,Loving kindness meditation,Loving kindness meditation,A,Missing coded as not improved,Chi-squared test,26.0,2,Loss of PTSD diagnosis,0.396,36.0,91.0,,,,,,kearney2021_ITT_A_26_2,False,False,False,Loving kindness meditation,Other
650,1568095,kearney2021,Completer,Cognitive Processing Therapy,Cognitive Processing Therapy (CPT),B,Missing coded as not improved,Chi-squared test,0.0,1,PTSD remission: loss of diagnosis and CAPS-5 <12,0.1,5.0,50.0,1,CAPS-5 improvement ≥10 points,0.3,15.0,50.0,kearney2021_Completer_B_0_1,False,False,False,Cognitive Processing Therapy,Other
651,1568095,kearney2021,Completer,Cognitive Processing Therapy,Cognitive Processing Therapy (CPT),B,Missing coded as not improved,Chi-squared test,0.0,2,Loss of PTSD diagnosis,0.5,25.0,50.0,,,,,,kearney2021_Completer_B_0_2,False,False,False,Cognitive Processing Therapy,Other
652,1568095,kearney2021,Completer,Cognitive Processing Therapy,Cognitive Processing Therapy (CPT),B,Missing coded as not improved,Chi-squared test,12.0,1,PTSD remission: loss of diagnosis and CAPS-5 <12,0.12,6.0,50.0,1,CAPS-5 improvement ≥10 points,0.3,15.0,50.0,kearney2021_Completer_B_12_1,False,False,False,Cognitive Processing Therapy,Other
653,1568095,kearney2021,Completer,Cognitive Processing Therapy,Cognitive Processing Therapy (CPT),B,Missing coded as not improved,Chi-squared test,12.0,2,Loss of PTSD diagnosis,0.4,20.0,50.0,,,,,,kearney2021_Completer_B_12_2,False,False,False,Cognitive Processing Therapy,Other
654,1568095,kearney2021,Completer,Cognitive Processing Therapy,Cognitive Processing Therapy (CPT),B,Missing coded as not improved,Chi-squared test,26.0,1,PTSD remission: loss of diagnosis and CAPS-5 <12,0.16,8.0,50.0,1,CAPS-5 improvement ≥10 points,0.32,16.0,50.0,kearney2021_Completer_B_26_1,False,False,False,Cognitive Processing Therapy,Other
655,1568095,kearney2021,Completer,Cognitive Processing Therapy,Cognitive Processing Therapy (CPT),B,Missing coded as not improved,Chi-squared test,26.0,2,Loss of PTSD diagnosis,0.44,22.0,50.0,,,,,,kearney2021_Completer_B_26_2,False,False,False,Cognitive Processing Therapy,Other
656,1568095,kearney2021,ITT,Cognitive Processing Therapy,Cognitive Processing Therapy (CPT),B,Missing coded as not improved,Chi-squared test,0.0,1,PTSD remission: loss of diagnosis and CAPS-5 <12,0.065,6.0,93.0,1,CAPS-5 improvement ≥10 points,0.194,18.0,93.0,kearney2021_ITT_B_0_1,False,False,False,Cognitive Processing Therapy,Other
657,1568095,kearney2021,ITT,Cognitive Processing Therapy,Cognitive Processing Therapy (CPT),B,Missing coded as not improved,Chi-squared test,0.0,2,Loss of PTSD diagnosis,0.29,27.0,93.0,,,,,,kearney2021_ITT_B_0_2,False,False,False,Cognitive Processing Therapy,Other
658,1568095,kearney2021,ITT,Cognitive Processing Therapy,Cognitive Processing Therapy (CPT),B,Missing coded as not improved,Chi-squared test,12.0,1,PTSD remission: loss of diagnosis and CAPS-5 <12,0.065,6.0,93.0,1,CAPS-5 improvement ≥10 points,0.183,17.0,93.0,kearney2021_ITT_B_12_1,False,False,False,Cognitive Processing Therapy,Other
659,1568095,kearney2021,ITT,Cognitive Processing Therapy,Cognitive Processing Therapy (CPT),B,Missing coded as not improved,Chi-squared test,12.0,2,Loss of PTSD diagnosis,0.247,23.0,93.0,,,,,,kearney2021_ITT_B_12_2,False,False,False,Cognitive Processing Therapy,Other
660,1568095,kearney2021,ITT,Cognitive Processing Therapy,Cognitive Processing Therapy (CPT),B,Missing coded as not improved,Chi-squared test,26.0,1,PTSD remission: loss of diagnosis and CAPS-5 <12,0.108,10.0,93.0,1,CAPS-5 improvement ≥10 points,0.247,23.0,93.0,kearney2021_ITT_B_26_1,False,False,False,Cognitive Processing Therapy,Other
661,1568095,kearney2021,ITT,Cognitive Processing Therapy,Cognitive Processing Therapy (CPT),B,Missing coded as not improved,Chi-squared test,26.0,2,Loss of PTSD diagnosis,0.323,30.0,93.0,,,,,,kearney2021_ITT_B_26_2,False,False,False,Cognitive Processing Therapy,Other
662,1624373,kearney2023,Completer,Deep-brain reorienting (DBR),Deep brain reorienting,A,Linear mixed model,Fisher's exact tests,0.0,1,Loss of diagnosis per CAPS-5,0.483,14.0,29.0,,,,,,kearney2023_Completer_A_0_1,False,False,False,Deep-brain reorienting (DBR),Other
663,1624373,kearney2023,Completer,Deep-brain reorienting (DBR),Deep brain reorienting,A,Linear mixed model,Fisher's exact tests,12.0,1,Loss of diagnosis per CAPS-5,0.478,11.0,23.0,,,,,,kearney2023_Completer_A_12_1,False,False,False,Deep-brain reorienting (DBR),Other
664,1624373,kearney2023,Completer,Waitlist,Waitlist,B,Linear mixed model,Fisher's exact tests,0.0,1,Loss of diagnosis per CAPS-5,0.04,1.0,25.0,,,,,,kearney2023_Completer_B_0_1,False,False,False,Waitlist,Waitlist
665,1624373,kearney2023,Completer,Waitlist,Waitlist,B,Linear mixed model,Fisher's exact tests,12.0,1,Loss of diagnosis per CAPS-5,0.043,1.0,23.0,,,,,,kearney2023_Completer_B_12_1,False,False,False,Waitlist,Waitlist
666,1567680,kelly2021,ITT,Trauma Center Trauma-Sensitive Yoga,Yoga,A,,"Descriptive only, percentage",12.0,,,,,,1,CAPS-5 score decrease of 10 points or more,0.643,18.0,28.0,kelly2021_ITT_A_12_1,False,False,False,Trauma Center Trauma-Sensitive Yoga,Other
667,1567680,kelly2021,ITT,Trauma Center Trauma-Sensitive Yoga,Yoga,A,,"Descriptive only, percentage",12.0,,,,,,2,PCL-5 score decrease of 10 points or more,0.5,14.0,28.0,kelly2021_ITT_A_12_2,False,False,False,Trauma Center Trauma-Sensitive Yoga,Other
668,1567680,kelly2021,ITT,Trauma Center Trauma-Sensitive Yoga,Yoga,A,,"Descriptive only, percentage",2.0,,,,,,1,CAPS-5 score decrease of 10 points or more,0.611,,,kelly2021_ITT_A_2_1,False,False,False,Trauma Center Trauma-Sensitive Yoga,Other
669,1567680,kelly2021,ITT,CPT,Cognitive Processing Therapy (CPT),B,,"Descriptive only, percentage",12.0,,,,,,1,CAPS-5 score decrease of 10 points or more,0.737,14.0,19.0,kelly2021_ITT_B_12_1,False,False,False,CPT,CPT
670,1567680,kelly2021,ITT,CPT,Cognitive Processing Therapy (CPT),B,,"Descriptive only, percentage",12.0,,,,,,2,PCL-5 score decrease of 10 points or more,0.474,9.0,19.0,kelly2021_ITT_B_12_2,False,False,False,CPT,CPT
671,1567680,kelly2021,ITT,CPT,Cognitive Processing Therapy (CPT),B,,"Descriptive only, percentage",2.0,,,,,,1,CAPS-5 score decrease of 10 points or more,0.556,10.0,18.0,kelly2021_ITT_B_2_1,False,False,False,CPT,CPT
672,88001,kip2013,Completer,Accelerated Resolution Therapy,Accelerated Resolution Therapy (ART),A,,,0.0,,,,,,1,≥10-point reduction on PCL-M,0.6538,17.0,26.0,kip2013_Completer_A_0_1,False,False,False,Accelerated Resolution Therapy,Other
673,88001,kip2013,ITT,Accelerated Resolution Therapy,Accelerated Resolution Therapy (ART),A,,,0.0,,,,,,1,≥10-point reduction on PCL-M,0.5862,17.0,29.0,kip2013_ITT_A_0_1,False,False,False,Accelerated Resolution Therapy,Other
674,88001,kip2013,Completer,Attention Control,Fitness/career assessment and planning,B,,,0.0,,,,,,1,≥10-point reduction on PCL-M,0.125,3.0,24.0,kip2013_Completer_B_0_1,False,False,False,Attention Control,Other
675,88001,kip2013,ITT,Attention Control,Fitness/career assessment and planning,B,,,0.0,,,,,,1,≥10-point reduction on PCL-M,0.1071,3.0,28.0,kip2013_ITT_B_0_1,False,False,False,Attention Control,Other
676,46782,knaevelsrud2015,Completer,Interapy,Internet-based facilitated self-help,A,,,0.0,1,PDS score <20,0.6596,31.0,47.0,1,PDS score <20,0.617,29.0,47.0,knaevelsrud2015_Completer_A_0_1,False,False,False,Interapy,Other
677,46782,knaevelsrud2015,Completer,Interapy,Internet-based facilitated self-help,A,,,0.0,,,,,,2,Reliable change on PDS (≥2 SD decrease from pre-treatment score),0.7447,35.0,47.0,knaevelsrud2015_Completer_A_0_2,False,False,False,Interapy,Other
678,46782,knaevelsrud2015,Completer,Waitlist,Waitlist,B,,,0.0,1,PDS score <20,0.1064,5.0,47.0,1,PDS score <20,0.0213,1.0,47.0,knaevelsrud2015_Completer_B_0_1,False,False,False,Waitlist,Waitlist
679,46782,knaevelsrud2015,Completer,Waitlist,Waitlist,B,,,0.0,,,,,,2,Reliable change on PDS (≥2 SD decrease from pre-treatment score),0.0638,3.0,47.0,knaevelsrud2015_Completer_B_0_2,False,False,False,Waitlist,Waitlist
682,2658,kosten1991,ITT,Phenelzine,Phenelzine,A,,,0.0,,,,,,1,Improved rating on 5-point global assessment,0.6842,13.0,19.0,kosten1991_ITT_A_0_1,False,False,False,Phenelzine,Other
683,2658,kosten1991,ITT,Imipramine,Imipramine,B,,,0.0,,,,,,1,Improved rating on 5-point global assessment,0.6522,15.0,23.0,kosten1991_ITT_B_0_1,False,False,False,Imipramine,Other
684,2658,kosten1991,ITT,Placebo,Placebo,C,,,0.0,,,,,,1,Improved rating on 5-point global assessment,0.2778,5.0,18.0,kosten1991_ITT_C_0_1,False,False,False,Placebo,Other
685,51540,kozel2019,Completer,rTMS 1 Hz,Transcranial magnetic stimualtion (TMS),A,,,0.0,1,CAPS-5 criteria for PTSD not met,0.2143,3.0,14.0,1,30% reduction in CAPS-5 score,0.2857,4.0,14.0,kozel2019_Completer_A_0_1,False,False,False,rTMS 1 Hz,Other
686,51540,kozel2019,Completer,rTMS 1 Hz,Transcranial magnetic stimualtion (TMS),A,,,0.0,2,PCL ≤33,0.2857,4.0,14.0,2,30% reduction in PCL-5 score,0.4286,6.0,14.0,kozel2019_Completer_A_0_2,False,False,False,rTMS 1 Hz,Other
687,51540,kozel2019,Completer,rTMS 10 Hz,Transcranial magnetic stimualtion (TMS),B,,,0.0,1,CAPS-5 criteria for PTSD not met,0.3333,4.0,12.0,1,30% reduction in CAPS-5 score,0.3077,4.0,13.0,kozel2019_Completer_B_0_1,False,False,False,rTMS 10 Hz,Other
688,51540,kozel2019,Completer,rTMS 10 Hz,Transcranial magnetic stimualtion (TMS),B,,,0.0,2,PCL ≤33,0.3077,4.0,13.0,2,30% reduction in PCL-5 score,0.3077,4.0,13.0,kozel2019_Completer_B_0_2,False,False,False,rTMS 10 Hz,Other
689,32335,krupnick2008,ITT,IPT,Interpersonal Psychotherapy (IPT),A,,,0.0,1,Not meeting criteria for PTSD according to the CAPS,0.7,14.0,20.0,,,,,,krupnick2008_ITT_A_0_1,False,False,False,IPT,IPT
690,32335,krupnick2008,ITT,IPT,Interpersonal Psychotherapy (IPT),A,,,16.0,1,Not meeting criteria for PTSD according to the CAPS,0.7692,20.0,26.0,,,,,,krupnick2008_ITT_A_16_1,False,False,False,IPT,IPT
691,32335,krupnick2008,ITT,Waitlist,Waitlist,B,,,0.0,1,Not meeting criteria for PTSD according to the CAPS,0.2857,2.0,7.0,,,,,,krupnick2008_ITT_B_0_1,False,False,False,Waitlist,Waitlist
692,32335,krupnick2008,ITT,Waitlist,Waitlist,B,,,16.0,1,Not meeting criteria for PTSD according to the CAPS,0.5,5.0,10.0,,,,,,krupnick2008_ITT_B_16_1,False,False,False,Waitlist,Waitlist
693,36863,krystal2011,ITT,Risperidone augmentation,Risperidone,A,,,0.0,,,,,,1,CAPS score <20,0.05,,,krystal2011_ITT_A_0_1,False,False,False,Risperidone augmentation,Other
694,36863,krystal2011,ITT,Placebo,Placebo augmentation,B,,,0.0,,,,,,1,CAPS score <20,0.04,,,krystal2011_ITT_B_0_1,False,False,False,Placebo,Other
695,26300,kubany2004,Completer,Cognitive trauma therapy,Trauma-focused cognitive behavioral therapy (TF-CBT),A,,,0.0,1,Not meeting criteria for PTSD according to DSM-IV,0.913,42.0,46.0,,,,,,kubany2004_Completer_A_0_1,False,False,False,Cognitive trauma therapy,Other
696,26300,kubany2004,Completer,Waitlist,Waitlist,B,,,0.0,1,Not meeting criteria for PTSD according to DSM-IV,,,,,,,,,kubany2004_Completer_B_0_1,False,False,False,Waitlist,Waitlist
697,47101,kuhn2017,Completer,PTSD Coach smartphone application,Internet-based self-help,A,LOCF,Chi-squared test,0.0,,,,,,1,≥10-point improvement on the PCL-C,0.468,29.0,62.0,kuhn2017_Completer_A_0_1,False,False,False,PTSD Coach smartphone application,Other
698,47101,kuhn2017,Completer,Waitlist,Waitlist,B,LOCF,Chi-squared test,0.0,,,,,,1,≥10-point improvement on the PCL-C,0.259,15.0,58.0,kuhn2017_Completer_B_0_1,False,False,False,Waitlist,Waitlist
699,1511510,larsen2019b,Completer,Adaptive computerized working memory training (n-back),Working memory training,A,Complete case analysis,Chi-squared test,0.0,,,,,,1,≥10-point improvement on the PCL-5,0.73,8.0,11.0,larsen2019b_Completer_A_0_1,False,False,False,Adaptive computerized working memory training (n-back),Other
700,1511510,larsen2019b,Completer,Adaptive computerized working memory training (n-back),Working memory training,A,Complete case analysis,Chi-squared test,4.0,,,,,,1,≥10-point improvement on the PCL-5,0.55,6.0,11.0,larsen2019b_Completer_A_4_1,False,False,False,Adaptive computerized working memory training (n-back),Other
701,1511510,larsen2019b,Completer,Non-adaptive computerized working memory training (1-back),Working memory training,B,Complete case analysis,Chi-squared test,0.0,,,,,,1,≥10-point improvement on the PCL-5,0.6,6.0,10.0,larsen2019b_Completer_B_0_1,False,False,False,Non-adaptive computerized working memory training (1-back),Other
702,1511510,larsen2019b,Completer,Non-adaptive computerized working memory training (1-back),Working memory training,B,Complete case analysis,Chi-squared test,4.0,,,,,,1,≥10-point improvement on the PCL-5,0.4,4.0,10.0,larsen2019b_Completer_B_4_1,False,False,False,Non-adaptive computerized working memory training (1-back),Other
703,51513,lazarov2019,ITT,Bias-contingent attention bias modification (BC-ABM),Attention bias modification (ABM),A,,Chi-squared test,0.0,,,,,,1,≥30% reduction in CAPS score,0.54,13.0,24.0,lazarov2019_ITT_A_0_1,False,False,False,Bias-contingent attention bias modification (BC-ABM),Other
704,51513,lazarov2019,ITT,Attention control training (ACT),Attention bias modification (ABM),B,,Chi-squared test,0.0,,,,,,1,≥30% reduction in CAPS score,0.38,10.0,26.0,lazarov2019_ITT_B_0_1,False,False,False,Attention control training (ACT),Other
705,24570,lee2002,Completer,SIT with PE,Stress Inoculation Training (SIT) + Prolonged Exposure (PE),A,,,0.0,1,Not meeting criteria for PTSD according to SI-PTSD,0.75,9.0,12.0,1,IES <37 (2 standard deviations below pretreatment mean),0.6667,8.0,12.0,lee2002_Completer_A_0_1,False,False,False,SIT with PE,Other
706,24570,lee2002,Completer,SIT with PE,Stress Inoculation Training (SIT) + Prolonged Exposure (PE),A,,,12.0,1,Not meeting criteria for PTSD according to SI-PTSD,0.8333,10.0,12.0,1,IES <37 (2 standard deviations below pretreatment mean),0.5,6.0,12.0,lee2002_Completer_A_12_1,False,False,False,SIT with PE,Other
707,24570,lee2002,Completer,EMDR,Eye Movement Desensitization and Reprocessing (EMDR),B,,,0.0,1,Not meeting criteria for PTSD according to SI-PTSD,0.8333,10.0,12.0,1,IES <37 (2 standard deviations below pretreatment mean),0.6667,8.0,12.0,lee2002_Completer_B_0_1,False,False,False,EMDR,EMDR
708,24570,lee2002,Completer,EMDR,Eye Movement Desensitization and Reprocessing (EMDR),B,,,12.0,1,Not meeting criteria for PTSD according to SI-PTSD,0.8333,10.0,12.0,1,IES <37 (2 standard deviations below pretreatment mean),0.9167,11.0,12.0,lee2002_Completer_B_12_1,False,False,False,EMDR,EMDR
709,1566567,lehavot2021,Completer,DElivery of Self Training and Education for Stressful Situations,Internet-based facilitated self-help,A,,Chi square test,0.0,,,,,,1,Improved or recovered: RCI threshold on PCL-5,0.47,20.0,43.0,lehavot2021_Completer_A_0_1,False,False,False,DElivery of Self Training and Education for Stressful Situations,Other
710,1566567,lehavot2021,Completer,DElivery of Self Training and Education for Stressful Situations,Internet-based facilitated self-help,A,,Chi square test,12.0,,,,,,1,Improved or recovered: RCI threshold on PCL-5,0.45,21.0,44.0,lehavot2021_Completer_A_12_1,False,False,False,DElivery of Self Training and Education for Stressful Situations,Other
711,1566567,lehavot2021,Completer,DElivery of Self Training and Education for Stressful Situations,Internet-based facilitated self-help,A,,Chi square test,26.0,,,,,,1,Improved or recovered: RCI threshold on PCL-5,0.5,22.0,44.0,lehavot2021_Completer_A_26_1,False,False,False,DElivery of Self Training and Education for Stressful Situations,Other
712,1566567,lehavot2021,ITT,DElivery of Self Training and Education for Stressful Situations,Internet-based facilitated self-help,A,,"Chi square test; missing data imputed to the ""unchanged"" group (not improved or recovered)",0.0,,,,,,1,Improved or recovered: RCI threshold on PCL-5,0.39,20.0,51.0,lehavot2021_ITT_A_0_1,False,False,False,DElivery of Self Training and Education for Stressful Situations,Other
713,1566567,lehavot2021,ITT,DElivery of Self Training and Education for Stressful Situations,Internet-based facilitated self-help,A,,"Chi square test; missing data imputed to the ""unchanged"" group (not improved or recovered)",12.0,,,,,,1,Improved or recovered: RCI threshold on PCL-5,0.41,21.0,51.0,lehavot2021_ITT_A_12_1,False,False,False,DElivery of Self Training and Education for Stressful Situations,Other
714,1566567,lehavot2021,ITT,DElivery of Self Training and Education for Stressful Situations,Internet-based facilitated self-help,A,,"Chi square test; missing data imputed to the ""unchanged"" group (not improved or recovered)",26.0,,,,,,1,Improved or recovered: RCI threshold on PCL-5,0.43,22.0,51.0,lehavot2021_ITT_A_26_1,False,False,False,DElivery of Self Training and Education for Stressful Situations,Other
715,1566567,lehavot2021,Completer,Phone monitoring,Attention control,B,,Chi square test,0.0,,,,,,1,Improved or recovered: RCI threshold on PCL-5,0.33,16.0,48.0,lehavot2021_Completer_B_0_1,False,False,False,Phone monitoring,Other
716,1566567,lehavot2021,Completer,Phone monitoring,Attention control,B,,Chi square test,12.0,,,,,,1,Improved or recovered: RCI threshold on PCL-5,0.33,16.0,49.0,lehavot2021_Completer_B_12_1,False,False,False,Phone monitoring,Other
717,1566567,lehavot2021,Completer,Phone monitoring,Attention control,B,,Chi square test,26.0,,,,,,1,Improved or recovered: RCI threshold on PCL-5,0.4,19.0,48.0,lehavot2021_Completer_B_26_1,False,False,False,Phone monitoring,Other
718,1566567,lehavot2021,ITT,Phone monitoring,Attention control,B,,"Chi square test; missing data imputed to the ""unchanged"" group (not improved or recovered)",0.0,,,,,,1,Improved or recovered: RCI threshold on PCL-5,0.31,16.0,51.0,lehavot2021_ITT_B_0_1,False,False,False,Phone monitoring,Other
719,1566567,lehavot2021,ITT,Phone monitoring,Attention control,B,,"Chi square test; missing data imputed to the ""unchanged"" group (not improved or recovered)",12.0,,,,,,1,Improved or recovered: RCI threshold on PCL-5,0.31,16.0,51.0,lehavot2021_ITT_B_12_1,False,False,False,Phone monitoring,Other
720,1566567,lehavot2021,ITT,Phone monitoring,Attention control,B,,"Chi square test; missing data imputed to the ""unchanged"" group (not improved or recovered)",26.0,,,,,,1,Improved or recovered: RCI threshold on PCL-5,0.37,19.0,51.0,lehavot2021_ITT_B_26_1,False,False,False,Phone monitoring,Other
721,1552210,lely2019,ITT,NET,Narrative Exposure Therapy (NET),A,,,0.0,1,CAPS score ≤40 and decrease of ≥10 points in CAPS score,0.143,2.0,14.0,1,≥10 points decrease in CAPS score,0.5,7.0,14.0,lely2019_ITT_A_0_1,False,False,False,NET,NET
722,1552210,lely2019,ITT,NET,Narrative Exposure Therapy (NET),A,,,16.0,1,CAPS score ≤40 and decrease of ≥10 points in CAPS score,0.286,4.0,14.0,1,≥10 points decrease in CAPS score,0.429,6.0,14.0,lely2019_ITT_A_16_1,False,False,False,NET,NET
723,1552210,lely2019,ITT,PCT,Present-Centered Therapy (PCT),B,,,0.0,1,CAPS score ≤40 and decrease of ≥10 points in CAPS score,0.167,2.0,12.0,1,≥10 points decrease in CAPS score,0.417,5.0,12.0,lely2019_ITT_B_0_1,False,False,False,PCT,Other
724,1552210,lely2019,ITT,PCT,Present-Centered Therapy (PCT),B,,,16.0,1,CAPS score ≤40 and decrease of ≥10 points in CAPS score,0.083,1.0,12.0,1,≥10 points decrease in CAPS score,0.417,5.0,12.0,lely2019_ITT_B_16_1,False,False,False,PCT,Other
725,49934,li2017,ITT,Sertraline,Sertraline,A,,,0.0,,,,,,1,≥30% reduction in IES-R total scores,1.0,36.0,36.0,li2017_ITT_A_0_1,False,False,False,Sertraline,Other
726,49934,li2017,ITT,Placebo,Placebo,B,,,0.0,,,,,,1,≥30% reduction in IES-R total scores,0.6944,25.0,36.0,li2017_ITT_B_0_1,False,False,False,Placebo,Other
727,19181,lindauer2005,Completer,BEP,Brief Eclectic Psychotherapy (BEP),A,,,0.0,1,Diagnosis by SI-PTSD,,,,,,,,,lindauer2005_Completer_A_0_1,False,False,False,BEP,Other
728,19181,lindauer2005,ITT,BEP,Brief Eclectic Psychotherapy (BEP),A,,,0.0,1,Diagnosis by SI-PTSD,0.8333,10.0,12.0,,,,,,lindauer2005_ITT_A_0_1,False,False,False,BEP,Other
729,19181,lindauer2005,Completer,Waitlist,Waitlist,B,,,0.0,1,Diagnosis by SI-PTSD,,,,,,,,,lindauer2005_Completer_B_0_1,False,False,False,Waitlist,Waitlist
730,19181,lindauer2005,ITT,Waitlist,Waitlist,B,,,0.0,1,Diagnosis by SI-PTSD,0.25,9.0,12.0,,,,,,lindauer2005_ITT_B_0_1,False,False,False,Waitlist,Waitlist
731,50965,lindley2007,ITT,Topiramate,Topiramate,A,,,0.0,,,,,,1,≥50% decrease in CAPS score,,,,lindley2007_ITT_A_0_1,False,False,False,Topiramate,Other
732,50965,lindley2007,ITT,Topiramate,Topiramate,A,,,0.0,,,,,,2,≥30% decrease in CAPS score,,,,lindley2007_ITT_A_0_2,False,False,False,Topiramate,Other
733,50965,lindley2007,ITT,Placebo,Placebo,B,,,0.0,,,,,,1,≥50% decrease in CAPS score,,,,lindley2007_ITT_B_0_1,False,False,False,Placebo,Other
734,50965,lindley2007,ITT,Placebo,Placebo,B,,,0.0,,,,,,2,≥30% decrease in CAPS score,,,,lindley2007_ITT_B_0_2,False,False,False,Placebo,Other
735,45583,littleton2016,Completer,From Survivor to Thriver,Internet-based facilitated self-help,A,,,0.0,,,,,,1,RCI for PSS-I,0.7391,17.0,23.0,littleton2016_Completer_A_0_1,False,False,False,From Survivor to Thriver,Other
736,45583,littleton2016,Completer,From Survivor to Thriver,Internet-based facilitated self-help,A,,,12.0,,,,,,1,RCI for PSS-I,0.8,16.0,20.0,littleton2016_Completer_A_12_1,False,False,False,From Survivor to Thriver,Other
737,45583,littleton2016,Completer,Psychoeducation website,Psychoeducation,B,,,0.0,,,,,,1,RCI for PSS-I,0.75,21.0,28.0,littleton2016_Completer_B_0_1,False,False,False,Psychoeducation website,Other
738,45583,littleton2016,Completer,Psychoeducation website,Psychoeducation,B,,,12.0,,,,,,1,RCI for PSS-I,0.7143,17.0,21.0,littleton2016_Completer_B_12_1,False,False,False,Psychoeducation website,Other
739,30116,litz2007,Completer,Internet-delivered self-management cognitive behavioral therapy,Internet-based self-help,A,Complete case analysis,,0.0,1,PSS-I score <6,0.429,6.0,14.0,1,PSS-I score <6 and BDI-II score <12,0.29,4.0,14.0,litz2007_Completer_A_0_1,False,False,False,Internet-delivered self-management cognitive behavioral therapy,Other
740,30116,litz2007,Completer,Internet-delivered self-management cognitive behavioral therapy,Internet-based self-help,A,Complete case analysis,,12.0,1,PSS-I score <6,0.2,2.0,10.0,1,PSS-I score <6 and BDI-II score <12,0.2,1.0,5.0,litz2007_Completer_A_12_1,False,False,False,Internet-delivered self-management cognitive behavioral therapy,Other
741,30116,litz2007,Completer,Internet-delivered self-management cognitive behavioral therapy,Internet-based self-help,A,Complete case analysis,,26.0,1,PSS-I score <6,0.444,4.0,9.0,1,PSS-I score <6 and BDI-II score <12,0.333,3.0,9.0,litz2007_Completer_A_26_1,False,False,False,Internet-delivered self-management cognitive behavioral therapy,Other
742,30116,litz2007,ITT,Internet-delivered self-management cognitive behavioral therapy,Internet-based self-help,A,,,0.0,1,PSS-I score <6,0.25,,,,,,,,litz2007_ITT_A_0_1,False,False,False,Internet-delivered self-management cognitive behavioral therapy,Other
